PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,HeuBug
88,8,0,2,1,FALSE
92,5,0,10,1,FALSE
93,8,0,12,2,FALSE
100,6,0,5,2,FALSE
100,9,0,1,2,FALSE
100,8,1,1,1,FALSE
100,5,0,3,1,FALSE
100,5,9,3,1,FALSE
100,6,8,3,1,FALSE
100,7,1,3,1,FALSE
100,7,21,2,1,FALSE
66,1,0,8,2,FALSE
90,6,0,7,1,FALSE
100,7,0,15,1,FALSE
100,8,0,3,1,FALSE
100,2,3,8,2,FALSE
50,3,1,3,1,FALSE
100,4,0,1,1,FALSE
100,5,1,5,2,FALSE
75,5,0,4,2,FALSE
50,2,0,2,2,FALSE
0,3,5,2,1,FALSE
60,1,0,1,2,FALSE
100,5,0,2,1,FALSE
66,4,0,6,2,FALSE
0,3,2,2,1,FALSE
0,3,3,1,1,FALSE
0,2,2,3,1,FALSE
0,0,3,1,0,FALSE
100,3,0,3,1,FALSE
50,2,0,7,1,FALSE
77,3,2,10,2,FALSE
100,4,0,6,1,FALSE
100,3,0,3,1,FALSE
75,3,0,1,1,FALSE
90,4,0,0,1,FALSE
75,2,0,5,2,FALSE
75,2,0,21,2,FALSE
82,3,2,2,1,FALSE
100,3,0,9,1,FALSE
75,4,1,6,2,TRUE
75,1,3,13,2,FALSE
85,5,1,14,2,FALSE
83,5,0,4,1,FALSE
33,1,1,4,1,FALSE
0,0,1,0,0,FALSE
80,4,5,6,1,FALSE
88,6,1,3,1,FALSE
100,5,0,8,1,FALSE
85,6,0,12,2,FALSE
80,5,2,6,1,FALSE
100,4,2,1,1,FALSE
100,4,0,4,2,FALSE
0,3,2,1,1,FALSE
91,5,134,7,2,FALSE
100,6,0,2,1,FALSE
88,1,0,0,2,FALSE
62,6,0,8,2,FALSE
100,6,4,0,1,FALSE
100,4,3,1,1,FALSE
100,6,2,1,1,FALSE
50,1,0,1,2,FALSE
100,5,36,7,2,FALSE
100,5,3,4,2,FALSE
50,5,2,1,1,FALSE
66,7,0,2,1,FALSE
77,6,11,1,2,FALSE
100,6,1,2,1,FALSE
0,1,0,5,2,FALSE
0,3,2,0,1,FALSE
0,4,3,0,1,FALSE
0,3,1,0,1,FALSE
83,6,1,8,1,FALSE
50,6,1,2,1,FALSE
66,6,1,2,1,FALSE
78,5,2,7,1,FALSE
72,1,1,4,2,FALSE
100,5,4,2,1,FALSE
100,6,0,1,1,FALSE
100,5,1,7,2,FALSE
100,5,0,9,2,FALSE
100,6,0,8,2,FALSE
100,6,0,1,1,FALSE
100,6,0,1,1,FALSE
100,5,0,3,1,FALSE
0,1,3,10,2,FALSE
72,2,2,16,1,FALSE
0,3,0,6,1,FALSE
100,6,0,1,1,FALSE
83,2,0,7,1,FALSE
100,5,0,0,1,FALSE
100,6,1,6,2,FALSE
66,4,5,4,2,FALSE
50,2,1,8,1,FALSE
100,5,0,1,1,FALSE
0,0,1,6,0,FALSE
100,4,119,4,1,FALSE
33,3,1,6,1,FALSE
71,2,0,3,1,FALSE
100,4,2,3,2,FALSE
100,5,10,14,4,FALSE
100,6,2,9,2,FALSE
71,1,0,1,4,FALSE
0,2,1,1,1,FALSE
0,2,1,0,1,FALSE
100,5,2,7,2,FALSE
100,7,1,3,2,FALSE
100,6,1,6,2,FALSE
100,8,0,6,2,FALSE
100,3,0,0,1,FALSE
100,2,0,0,1,FALSE
100,2,15,1,1,FALSE
100,3,58,3,1,FALSE
96,4,459,20,2,FALSE
100,4,0,0,1,FALSE
68,2,0,6,1,FALSE
0,0,0,2,0,FALSE
0,0,1,3,0,FALSE
0,0,4,1,0,FALSE
0,2,2,2,1,FALSE
0,0,63,2,0,FALSE
0,1,0,6,2,FALSE
0,0,3,4,0,FALSE
0,1,0,10,2,FALSE
0,1,0,6,2,FALSE
76,1,1,10,2,FALSE
65,1,1,16,2,FALSE
0,1,3,0,1,FALSE
55,3,0,3,1,FALSE
89,1,1,22,2,FALSE
63,1,0,9,2,FALSE
75,1,0,4,2,FALSE
100,3,0,0,1,FALSE
100,2,1,23,1,FALSE
91,1,0,9,3,FALSE
65,1,0,13,1,FALSE
75,1,0,0,2,FALSE
75,2,0,13,1,FALSE
85,1,17,4,2,FALSE
100,2,0,6,1,FALSE
73,2,0,10,2,FALSE
66,2,0,4,1,FALSE
80,2,0,6,1,FALSE
50,2,0,4,1,FALSE
66,2,0,4,1,FALSE
68,2,0,10,2,TRUE
62,2,0,3,1,FALSE
100,2,0,10,2,TRUE
57,2,0,6,1,FALSE
66,2,0,6,1,TRUE
86,2,0,16,2,FALSE
100,2,0,11,2,TRUE
55,2,0,6,1,FALSE
100,2,0,5,1,FALSE
50,2,0,7,1,TRUE
0,0,1,2,0,FALSE
100,1,1,3,1,FALSE
100,3,0,1,1,FALSE
75,1,0,5,1,FALSE
82,1,0,12,2,FALSE
91,1,0,9,1,FALSE
28,2,0,0,1,FALSE
0,1,2,8,2,FALSE
0,2,0,5,2,FALSE
0,1,1,5,2,FALSE
0,0,1,2,0,FALSE
0,2,0,4,2,FALSE
90,7,1,2,2,TRUE
91,4,3,3,1,FALSE
100,9,5,1,1,FALSE
70,8,3,4,2,FALSE
90,1,0,1,2,FALSE
83,9,1,4,2,FALSE
0,4,6,1,1,FALSE
85,2,0,2,2,FALSE
75,1,0,4,2,FALSE
0,1,1,2,1,FALSE
0,3,2,1,1,FALSE
100,7,2,2,2,FALSE
66,8,0,2,1,FALSE
90,6,4,7,2,FALSE
90,5,3,1,1,FALSE
75,1,0,5,2,FALSE
50,1,0,1,2,FALSE
19,1,2,1,2,FALSE
100,7,2,14,2,TRUE
0,1,1,8,1,FALSE
100,1,0,7,2,FALSE
100,1,0,14,2,FALSE
0,3,23,4,1,FALSE
100,1,0,8,2,FALSE
100,1,0,6,2,FALSE
100,3,0,13,2,FALSE
0,1,0,8,1,FALSE
81,3,6,7,2,FALSE
70,2,4,6,2,FALSE
0,0,3,1,0,FALSE
100,4,0,1,1,FALSE
80,4,0,6,1,FALSE
37,1,0,5,2,FALSE
70,3,0,6,1,FALSE
100,2,0,2,1,FALSE
0,3,0,12,1,FALSE
100,2,6,33,2,FALSE
33,1,0,1,2,FALSE
100,1,25,1,2,FALSE
0,3,23,9,2,FALSE
0,5,0,0,1,FALSE
50,1,1,2,2,FALSE
0,1,0,1,2,FALSE
73,1,0,3,2,FALSE
85,3,1,6,1,FALSE
86,3,1,4,1,FALSE
78,1,3,6,4,FALSE
100,1,46,0,2,FALSE
100,1,0,0,2,FALSE
88,1,0,3,3,FALSE
100,1,0,3,3,FALSE
66,2,0,3,2,FALSE
75,2,0,5,3,FALSE
0,5,2,0,1,FALSE
0,5,5,2,1,FALSE
0,5,1,2,1,FALSE
0,3,7,0,1,FALSE
0,4,19,0,1,FALSE
0,3,1,1,1,FALSE
0,5,1,0,1,FALSE
0,5,1,0,1,FALSE
0,5,7,0,1,FALSE
67,1,17,1,2,FALSE
80,2,15,6,2,FALSE
62,2,0,0,1,FALSE
75,3,1,6,2,FALSE
82,2,0,9,2,FALSE
100,2,0,0,1,FALSE
57,1,8,1,2,FALSE
100,2,0,0,1,FALSE
100,2,0,0,1,FALSE
100,2,0,0,1,FALSE
100,2,0,0,1,FALSE
100,2,0,0,1,FALSE
100,2,0,0,1,FALSE
94,3,39,21,3,FALSE
90,1,1,4,2,FALSE
62,2,0,1,1,FALSE
66,1,0,3,2,TRUE
0,3,2,0,1,FALSE
0,0,3,3,0,FALSE
0,0,2,0,0,FALSE
100,1,0,12,2,FALSE
0,1,1,3,2,FALSE
83,2,0,5,2,FALSE
72,1,1,2,1,FALSE
60,1,0,3,2,FALSE
68,1,0,3,2,FALSE
75,1,0,6,2,FALSE
76,1,1,6,2,FALSE
0,0,4,0,0,FALSE
0,0,1,1,0,FALSE
0,0,3,1,0,FALSE
81,1,0,4,2,FALSE
0,1,0,5,2,FALSE
0,1,0,2,2,FALSE
45,1,0,0,2,FALSE
0,1,0,1,1,FALSE
69,1,0,3,2,FALSE
88,1,2,11,2,FALSE
0,1,0,6,2,FALSE
90,1,0,4,2,FALSE
66,3,8,18,2,FALSE
97,1,0,3,2,FALSE
66,1,0,4,2,FALSE
0,1,0,0,2,FALSE
0,0,3,0,0,FALSE
80,1,0,1,1,FALSE
70,1,0,6,1,FALSE
75,1,0,0,2,FALSE
0,1,0,0,2,FALSE
66,3,0,3,2,FALSE
0,0,4,1,0,FALSE
0,0,1,0,0,FALSE
88,1,1,5,3,FALSE
0,1,1,0,1,FALSE
0,0,4,2,0,FALSE
96,1,0,14,2,FALSE
92,1,0,3,3,FALSE
90,1,0,1,3,FALSE
86,1,1,2,2,FALSE
100,3,0,0,1,FALSE
0,2,0,3,2,FALSE
100,3,0,2,1,FALSE
91,1,0,1,1,FALSE
76,2,0,4,1,FALSE
66,2,0,6,1,FALSE
75,2,0,7,1,FALSE
0,1,0,7,1,FALSE
85,1,2,2,1,FALSE
75,1,0,2,1,TRUE
60,1,0,6,2,FALSE
57,1,0,2,1,TRUE
0,4,2,1,2,FALSE
87,5,0,17,2,FALSE
100,3,0,0,1,FALSE
71,2,0,1,2,FALSE
84,3,3,17,2,TRUE
63,3,2,7,1,FALSE
78,1,0,3,2,FALSE
66,1,1,4,2,FALSE
84,2,0,0,1,FALSE
88,2,0,2,1,FALSE
75,3,0,5,1,FALSE
94,4,30,64,2,TRUE
100,3,0,0,1,FALSE
100,2,8,19,2,FALSE
87,1,3,12,2,FALSE
80,2,1,3,2,FALSE
66,1,1,0,1,FALSE
16,1,0,8,2,TRUE
0,1,0,6,1,FALSE
100,1,0,0,1,FALSE
0,0,0,0,0,FALSE
66,1,0,8,2,FALSE
100,1,1,0,2,FALSE
0,0,22,2,0,FALSE
0,4,12,1,2,FALSE
0,1,5,3,2,FALSE
0,0,4,3,0,FALSE
91,4,2,30,3,TRUE
66,1,0,4,1,FALSE
94,2,0,3,2,FALSE
76,1,0,9,3,FALSE
50,1,0,5,3,FALSE
33,1,0,3,2,FALSE
100,3,0,0,1,FALSE
0,1,0,4,2,FALSE
85,1,0,4,2,FALSE
0,1,3,1,1,FALSE
0,0,2,0,0,FALSE
0,1,1,1,2,FALSE
0,1,3,1,1,FALSE
0,0,2,2,0,FALSE
0,2,4,1,1,FALSE
70,1,0,21,4,FALSE
68,2,0,3,1,FALSE
82,2,0,3,1,FALSE
67,1,1,3,2,FALSE
70,2,0,3,1,FALSE
62,2,0,3,1,FALSE
70,2,0,8,2,FALSE
76,1,3,9,3,FALSE
66,1,1,9,1,FALSE
85,2,1,15,1,TRUE
100,1,0,12,4,FALSE
73,1,2,0,2,FALSE
81,1,0,7,3,FALSE
40,1,0,5,2,FALSE
67,1,2,9,3,FALSE
58,2,0,3,1,FALSE
90,3,3,19,1,FALSE
0,2,5,9,2,FALSE
0,3,1,6,1,FALSE
76,4,1,18,1,FALSE
57,4,1,12,1,FALSE
0,1,0,9,2,FALSE
75,1,0,9,2,TRUE
0,5,0,5,1,FALSE
0,1,2,2,1,FALSE
0,0,1,2,0,FALSE
82,4,4,21,1,FALSE
62,4,3,10,1,FALSE
0,3,1,14,1,FALSE
58,2,0,18,2,FALSE
0,2,0,3,1,FALSE
50,3,0,1,1,FALSE
92,1,10,15,2,FALSE
76,2,2,5,2,FALSE
61,1,0,7,2,FALSE
0,0,3,3,0,FALSE
0,4,3,1,1,FALSE
100,1,0,3,2,FALSE
61,1,0,8,2,FALSE
30,1,0,1,1,FALSE
50,1,0,3,2,FALSE
0,0,5,1,0,FALSE
100,1,0,5,2,FALSE
77,1,0,8,2,FALSE
25,1,0,6,2,FALSE
0,1,0,2,2,FALSE
62,1,1,2,1,FALSE
100,1,0,0,1,FALSE
70,2,0,9,2,FALSE
83,3,1,5,1,FALSE
100,3,0,2,1,FALSE
81,2,10,6,2,FALSE
60,3,10,4,1,FALSE
83,3,1,5,1,FALSE
100,3,2,2,1,FALSE
83,3,0,4,1,FALSE
100,3,4,19,2,FALSE
91,2,5,13,1,TRUE
67,1,21,7,2,FALSE
78,1,1,7,2,FALSE
76,2,0,11,2,FALSE
100,2,0,3,2,FALSE
81,1,0,11,1,FALSE
0,3,0,4,1,FALSE
35,3,3,6,1,FALSE
58,1,0,3,1,FALSE
100,2,3,0,1,FALSE
100,2,1,2,1,FALSE
0,0,0,2,0,FALSE
60,3,0,1,1,FALSE
77,2,0,5,1,FALSE
60,1,1,1,2,FALSE
0,2,0,4,1,FALSE
88,2,2,8,2,FALSE
66,4,0,5,1,FALSE
0,2,0,1,1,FALSE
25,3,0,3,1,FALSE
40,1,1,1,2,FALSE
0,0,0,0,0,FALSE
0,0,1,2,0,FALSE
0,0,1,3,0,FALSE
0,0,3,1,0,FALSE
50,1,0,1,2,FALSE
0,0,2,0,0,FALSE
33,1,0,2,2,FALSE
0,2,0,1,1,FALSE
75,1,4,16,2,FALSE
0,0,2,1,0,FALSE
70,2,0,4,1,FALSE
62,2,0,6,1,TRUE
100,2,0,3,1,FALSE
0,1,0,0,3,FALSE
58,1,0,1,1,FALSE
75,1,3,14,2,FALSE
0,1,0,10,1,FALSE
75,2,0,10,2,FALSE
50,1,0,1,2,FALSE
50,1,0,2,2,FALSE
55,2,0,1,1,FALSE
50,1,0,8,2,FALSE
50,1,0,1,2,FALSE
0,0,6,1,0,FALSE
0,1,0,8,2,FALSE
85,2,0,0,1,FALSE
44,2,0,1,1,FALSE
100,4,0,10,2,FALSE
100,4,0,6,1,FALSE
100,1,0,0,1,FALSE
70,2,0,5,2,FALSE
100,2,1,22,3,FALSE
85,1,0,7,2,TRUE
92,1,0,9,3,FALSE
0,0,2,3,0,FALSE
0,2,0,2,2,FALSE
84,4,0,5,2,FALSE
85,1,0,0,2,FALSE
66,1,0,4,2,FALSE
70,1,0,10,2,FALSE
89,1,0,2,2,FALSE
50,1,0,2,2,FALSE
85,1,0,6,2,TRUE
66,1,0,0,2,FALSE
94,1,0,35,2,TRUE
80,1,0,6,2,FALSE
0,1,0,2,2,FALSE
88,1,0,5,2,TRUE
0,0,1,2,0,FALSE
0,0,1,0,0,FALSE
100,3,1,3,1,FALSE
0,1,1,2,1,FALSE
0,0,1,1,0,FALSE
0,0,1,1,0,FALSE
100,1,1,4,1,TRUE
0,0,1,0,0,FALSE
0,1,1,12,1,TRUE
100,0,1,4,0,FALSE
0,0,1,1,0,FALSE
0,0,1,1,0,FALSE
50,2,0,6,1,FALSE
50,2,0,12,2,FALSE
79,1,0,3,1,FALSE
83,1,0,0,2,FALSE
80,1,0,11,1,FALSE
0,1,0,4,2,FALSE
43,1,0,6,2,FALSE
100,3,1,5,2,FALSE
62,2,0,1,1,FALSE
69,2,1,3,3,TRUE
75,2,2,3,1,TRUE
0,3,0,4,2,FALSE
0,3,0,4,2,FALSE
0,1,16,0,1,FALSE
87,2,7,17,2,TRUE
44,1,1,3,2,FALSE
71,2,2,10,2,FALSE
86,1,0,3,2,FALSE
0,4,1,1,1,FALSE
0,1,2,1,2,FALSE
19,1,0,10,2,FALSE
0,2,0,2,1,FALSE
0,0,2,1,0,FALSE
100,1,0,1,2,FALSE
0,2,0,2,1,FALSE
19,1,0,1,2,FALSE
0,0,2,2,0,FALSE
40,1,0,1,2,FALSE
0,2,0,2,1,FALSE
81,1,0,5,2,FALSE
75,1,2,8,2,FALSE
44,1,0,0,2,FALSE
50,2,0,8,1,FALSE
78,2,0,8,2,FALSE
70,2,0,7,1,FALSE
0,1,0,2,1,FALSE
100,1,0,0,1,FALSE
75,2,0,4,2,FALSE
50,1,0,1,1,FALSE
90,1,0,2,1,FALSE
0,1,0,3,1,FALSE
100,5,0,5,1,FALSE
100,5,0,4,1,FALSE
76,4,0,9,1,FALSE
100,3,3,2,1,FALSE
58,4,2,3,1,FALSE
100,5,1,89,2,FALSE
0,1,0,1,1,FALSE
50,1,0,9,1,FALSE
100,6,8,3,1,FALSE
50,5,0,1,1,FALSE
80,2,2,26,2,FALSE
0,3,0,1,1,FALSE
0,3,1,1,1,FALSE
72,1,0,0,1,FALSE
64,1,0,5,1,TRUE
84,4,4,15,1,FALSE
0,1,0,6,2,FALSE
62,2,0,2,2,FALSE
0,0,1,0,0,FALSE
0,4,2,0,1,FALSE
0,1,2,2,1,FALSE
0,3,1,1,1,FALSE
0,3,9,1,1,FALSE
70,1,0,2,2,FALSE
74,1,0,3,2,FALSE
100,2,5,3,3,FALSE
97,3,0,2,1,FALSE
100,4,3,3,1,FALSE
75,5,0,0,1,FALSE
62,2,0,3,2,FALSE
62,2,0,3,2,FALSE
74,4,1,2,1,FALSE
80,2,1,3,2,FALSE
100,4,6,4,1,TRUE
94,3,0,1,1,FALSE
50,2,0,2,2,FALSE
100,2,13,0,1,FALSE
75,5,0,3,2,FALSE
0,3,0,3,1,FALSE
100,5,0,1,2,FALSE
100,3,0,7,2,FALSE
0,3,0,2,1,FALSE
0,3,0,5,1,FALSE
100,5,0,2,1,FALSE
100,5,0,2,1,FALSE
100,5,0,2,2,FALSE
100,5,0,2,2,FALSE
0,3,0,4,1,FALSE
100,2,0,2,2,FALSE
100,2,0,2,2,FALSE
100,6,0,19,2,FALSE
100,6,0,8,2,FALSE
100,7,0,3,1,FALSE
66,3,0,5,1,FALSE
0,3,0,5,1,FALSE
100,5,0,3,2,FALSE
0,3,0,7,1,FALSE
100,5,0,5,2,FALSE
100,5,0,4,2,FALSE
0,3,0,7,1,FALSE
100,5,0,3,2,FALSE
100,5,0,1,1,FALSE
100,5,0,1,1,FALSE
100,5,0,7,2,FALSE
100,5,0,3,2,FALSE
100,5,0,3,2,FALSE
0,3,0,6,2,FALSE
100,5,0,2,2,FALSE
100,5,0,3,2,FALSE
0,3,0,12,1,FALSE
100,5,0,4,2,FALSE
100,5,0,3,2,FALSE
100,5,0,0,1,FALSE
100,5,0,0,1,FALSE
100,5,0,1,1,FALSE
66,6,0,5,1,FALSE
50,5,1,0,1,FALSE
0,3,0,7,1,FALSE
0,3,0,8,1,FALSE
100,5,0,2,2,FALSE
100,5,0,0,1,FALSE
100,5,0,0,1,FALSE
100,5,0,2,1,FALSE
100,5,0,3,2,FALSE
0,1,0,17,1,FALSE
100,5,0,3,2,FALSE
100,3,0,6,1,FALSE
100,2,0,5,2,FALSE
100,5,3,13,2,FALSE
66,5,0,6,2,FALSE
73,5,0,12,2,FALSE
100,6,0,10,2,TRUE
0,3,0,1,1,FALSE
100,5,0,4,2,FALSE
66,5,7,15,2,FALSE
66,5,0,4,2,FALSE
100,5,0,9,2,FALSE
0,3,0,5,1,FALSE
66,5,0,7,2,FALSE
100,2,0,3,1,FALSE
100,5,0,4,2,FALSE
100,5,0,1,2,FALSE
0,5,0,0,1,FALSE
0,3,0,5,1,FALSE
75,3,0,10,2,FALSE
100,6,0,8,2,FALSE
0,3,0,7,1,FALSE
0,3,0,4,1,FALSE
100,5,0,1,1,FALSE
0,3,0,9,1,FALSE
100,5,0,2,2,FALSE
33,3,0,1,1,FALSE
100,5,0,4,1,FALSE
100,5,0,1,1,FALSE
0,3,0,5,1,FALSE
100,5,1,16,1,FALSE
100,5,0,0,1,FALSE
100,5,0,3,2,FALSE
0,6,0,0,1,FALSE
100,5,1,1,1,FALSE
100,5,0,1,1,FALSE
100,3,0,6,1,FALSE
100,5,2,0,1,FALSE
100,6,0,1,1,FALSE
100,5,0,3,1,FALSE
100,6,0,0,1,FALSE
100,6,0,0,1,FALSE
100,5,2,1,1,FALSE
100,5,1,0,1,FALSE
100,6,0,0,1,FALSE
100,6,0,0,1,FALSE
100,5,0,2,1,FALSE
100,5,0,2,1,FALSE
0,3,0,6,1,FALSE
0,3,0,3,1,FALSE
100,5,0,1,1,FALSE
100,5,0,1,1,FALSE
100,5,0,0,1,FALSE
100,5,0,0,1,FALSE
100,5,0,1,1,FALSE
100,5,0,1,1,FALSE
100,5,0,2,1,FALSE
100,5,0,3,2,FALSE
100,5,0,4,1,FALSE
100,5,0,1,1,FALSE
100,5,0,2,2,FALSE
100,6,0,2,1,FALSE
100,5,0,0,1,FALSE
100,5,0,0,1,FALSE
100,5,0,2,1,FALSE
100,5,0,4,1,FALSE
100,5,0,1,1,FALSE
100,5,0,1,1,FALSE
100,5,1,7,1,FALSE
100,3,0,27,1,FALSE
100,5,0,0,1,FALSE
100,5,0,1,1,FALSE
100,5,0,2,2,FALSE
0,3,0,6,1,FALSE
100,5,1,1,1,FALSE
100,5,0,1,1,FALSE
100,6,0,0,1,FALSE
100,5,0,1,1,FALSE
100,3,0,9,1,FALSE
100,5,0,0,1,FALSE
100,5,0,0,1,FALSE
100,5,0,4,1,FALSE
100,5,0,2,1,FALSE
0,3,0,25,1,FALSE
100,5,0,2,1,FALSE
100,5,0,1,1,FALSE
100,5,0,4,1,FALSE
100,5,0,5,1,FALSE
50,5,0,5,1,FALSE
100,5,0,1,1,FALSE
100,5,0,2,1,FALSE
100,5,0,2,1,FALSE
100,5,0,3,1,FALSE
