"PercentLackOfCohesion","MaxInheritanceTree","CountClassDerived","CountClassCoupled","CountClassBase","HeuBug"
"78","1","0","5","2","FALSE"
"33","3","0","5","2","FALSE"
"93","3","2","7","2","FALSE"
"50","1","4","0","2","FALSE"
"0","1","2","1","3","FALSE"
"72","1","1","5","1","TRUE"
"86","1","0","4","2","FALSE"
"84","2","0","4","2","FALSE"
"97","1","0","5","2","TRUE"
"0","1","0","0","1","FALSE"
"78","3","0","2","1","FALSE"
"0","1","0","0","2","FALSE"
"86","3","0","1","1","FALSE"
"41","1","0","1","1","FALSE"
"60","1","0","2","1","FALSE"
"79","3","0","1","1","FALSE"
"50","1","0","0","2","FALSE"
"70","3","0","1","1","FALSE"
"65","3","5","2","2","FALSE"
"66","2","1","1","1","FALSE"
"84","2","0","1","2","FALSE"
"19","2","0","0","1","FALSE"
"84","2","2","4","1","FALSE"
"70","1","0","0","2","FALSE"
"28","2","0","1","1","FALSE"
"0","3","1","5","1","FALSE"
"89","2","0","13","1","FALSE"
"94","2","0","7","1","TRUE"
"0","3","1","4","1","FALSE"
"80","2","0","5","2","TRUE"
"0","1","0","0","1","FALSE"
"50","2","0","2","1","FALSE"
"84","4","0","6","1","FALSE"
"66","2","0","1","2","FALSE"
"0","0","2","0","0","FALSE"
"0","1","0","2","2","FALSE"
"94","2","0","92","3","TRUE"
"0","2","0","2","1","FALSE"
"0","6","0","1","1","FALSE"
"16","2","0","0","1","FALSE"
"75","1","0","8","1","FALSE"
"77","2","0","0","3","FALSE"
"76","2","0","0","2","FALSE"
"50","2","0","1","2","FALSE"
"62","2","0","1","1","FALSE"
"0","1","0","13","1","FALSE"
"61","2","0","1","1","FALSE"
"77","2","0","1","2","FALSE"
"16","1","0","0","1","FALSE"
"50","1","0","2","2","FALSE"
"0","1","0","1","1","FALSE"
"0","0","2","0","0","FALSE"
"98","1","0","1","2","FALSE"
"0","2","0","4","1","FALSE"
"63","2","0","3","1","FALSE"
"62","2","0","1","1","FALSE"
"0","2","0","1","1","FALSE"
"0","2","0","1","1","FALSE"
"0","2","0","2","1","FALSE"
"0","2","0","2","1","TRUE"
"98","2","0","1","1","FALSE"
"86","1","3","2","2","TRUE"
"100","0","2","1","0","FALSE"
"0","1","10","1","2","FALSE"
"68","2","0","1","1","FALSE"
"73","2","6","2","1","TRUE"
"90","2","0","2","1","FALSE"
"72","1","6","1","1","FALSE"
"0","3","5","21","2","FALSE"
"0","2","12","31","2","FALSE"
"88","1","0","10","1","TRUE"
"96","3","3","24","2","TRUE"
"0","1","7","55","2","FALSE"
"82","1","0","10","1","TRUE"
"0","4","0","8","1","TRUE"
"80","1","0","3","2","TRUE"
"0","4","0","2","1","TRUE"
"100","4","0","4","1","FALSE"
"66","3","0","3","1","FALSE"
"0","4","0","2","1","FALSE"
"52","3","1","8","1","FALSE"
"16","3","0","3","1","FALSE"
"19","3","1","3","1","FALSE"
"75","3","0","3","1","FALSE"
"0","3","0","3","1","FALSE"
"66","3","0","7","1","FALSE"
"57","4","0","3","1","FALSE"
"89","3","1","3","1","TRUE"
"44","3","0","4","1","FALSE"
"0","4","0","7","1","FALSE"
"0","4","0","3","1","FALSE"
"100","3","0","2","1","FALSE"
"50","2","31","3","1","FALSE"
"0","0","2","1","0","FALSE"
"22","3","0","4","1","FALSE"
"53","3","0","4","1","FALSE"
"33","3","1","3","1","TRUE"
"33","3","0","2","1","FALSE"
"50","3","1","4","1","FALSE"
"80","3","0","6","1","FALSE"
"55","3","0","6","1","FALSE"
"0","4","0","1","1","FALSE"
"0","4","0","2","1","FALSE"
"33","3","0","5","1","FALSE"
"33","3","0","5","1","FALSE"
"84","3","1","3","1","TRUE"
"47","3","0","2","1","FALSE"
"25","3","0","3","1","FALSE"
"16","3","0","3","1","FALSE"
"16","3","0","3","1","FALSE"
"65","3","0","4","1","FALSE"
"44","3","1","5","1","FALSE"
"42","3","1","2","1","FALSE"
"28","3","0","3","1","FALSE"
"28","3","0","3","1","FALSE"
"89","3","0","4","2","TRUE"
"86","3","0","3","3","FALSE"
"79","2","0","1","1","FALSE"
"0","0","3","5","0","FALSE"
"0","0","1","52","0","FALSE"
"30","3","0","1","2","FALSE"
"25","4","0","3","1","FALSE"
"88","3","1","7","2","TRUE"
"0","1","0","16","2","FALSE"
"50","4","0","1","1","FALSE"
"92","2","0","18","2","FALSE"
"84","3","0","3","2","FALSE"
"80","3","0","4","3","FALSE"
"57","3","0","4","1","FALSE"
"50","3","0","2","1","FALSE"
"50","3","0","1","1","FALSE"
"41","3","0","2","1","FALSE"
"50","3","0","3","1","FALSE"
"50","3","0","1","1","FALSE"
"50","3","0","2","1","FALSE"
"100","3","0","1","1","FALSE"
"33","3","0","2","1","FALSE"
"77","3","0","6","1","FALSE"
"62","3","0","2","1","FALSE"
"66","3","0","4","1","FALSE"
"25","2","18","0","1","FALSE"
"63","3","0","4","1","FALSE"
"50","3","0","2","1","FALSE"
"25","3","0","2","1","FALSE"
"66","3","0","2","1","FALSE"
"50","3","0","2","1","FALSE"
"0","0","5","2","0","FALSE"
"83","1","0","2","1","FALSE"
"80","1","5","3","2","TRUE"
"60","2","0","4","2","FALSE"
"0","0","2","0","0","FALSE"
"68","1","0","9","1","FALSE"
"42","1","0","1","2","FALSE"
"50","2","0","9","3","FALSE"
"50","2","0","5","2","FALSE"
"0","1","1","3","1","FALSE"
"44","2","1","5","4","FALSE"
"0","1","0","1","2","FALSE"
"25","2","0","1","2","FALSE"
"0","0","3","0","0","FALSE"
"84","2","0","5","2","FALSE"
"0","0","2","0","0","FALSE"
"0","0","15","3","0","FALSE"
"33","3","0","5","2","FALSE"
"55","2","1","3","1","FALSE"
"80","1","0","19","1","TRUE"
"97","4","0","96","2","TRUE"
"100","3","6","2","2","FALSE"
"53","1","0","11","2","FALSE"
"0","1","14","0","1","FALSE"
"0","3","0","3","1","TRUE"
"80","3","0","16","1","TRUE"
"80","3","2","2","2","FALSE"
"0","2","0","0","1","FALSE"
"90","1","0","9","2","TRUE"
"80","4","0","13","1","FALSE"
"85","3","0","33","2","TRUE"
"72","1","0","18","2","TRUE"
"62","1","0","4","1","FALSE"
"71","1","0","1","2","FALSE"
"22","1","0","1","1","FALSE"
"0","4","0","1","1","FALSE"
"87","1","0","2","1","FALSE"
"86","3","0","28","1","TRUE"
"96","1","2","45","3","TRUE"
"88","2","0","14","2","FALSE"
"16","3","1","2","1","FALSE"
"94","2","10","27","2","TRUE"
"95","1","0","1","1","TRUE"
"95","1","0","4","1","TRUE"
"60","2","0","0","2","FALSE"
"67","1","0","13","1","FALSE"
"75","3","0","3","1","FALSE"
"0","0","2","0","0","FALSE"
"56","1","4","2","2","FALSE"
"25","2","0","1","1","FALSE"
"33","2","0","1","1","FALSE"
"100","2","0","0","1","FALSE"
"0","1","1","1","1","FALSE"
"0","2","0","1","1","FALSE"
"0","2","0","1","1","FALSE"
"0","1","0","0","2","FALSE"
"68","3","0","8","1","FALSE"
"33","2","0","2","1","FALSE"
"0","3","1","3","1","FALSE"
"0","1","3","6","1","FALSE"
"50","2","1","3","1","FALSE"
"33","2","0","3","1","FALSE"
"88","4","0","3","1","FALSE"
"0","4","0","4","1","FALSE"
"54","4","0","7","1","FALSE"
"0","0","1","5","0","FALSE"
"0","1","1","2","1","FALSE"
"90","1","0","0","1","FALSE"
"71","1","2","5","1","FALSE"
"93","4","1","45","1","TRUE"
"84","2","0","20","2","FALSE"
"81","4","0","21","1","TRUE"
"50","2","0","0","1","FALSE"
"0","4","1","4","2","FALSE"
"0","6","1","0","1","FALSE"
"0","2","4","0","1","FALSE"
"0","0","1","0","0","FALSE"
"0","5","3","3","1","FALSE"
"0","5","1","1","1","FALSE"
"0","4","3","0","1","FALSE"
"0","6","1","2","1","FALSE"
"0","3","1","1","1","FALSE"
"0","0","1","1","0","FALSE"
"0","3","3","2","1","FALSE"
"0","3","1","2","2","FALSE"
"0","0","2","1","0","FALSE"
"42","2","2","0","2","FALSE"
"0","0","2","0","0","FALSE"
"100","1","7","17","2","TRUE"
"62","2","0","5","1","FALSE"
"19","2","0","2","1","FALSE"
"88","3","0","15","2","FALSE"
"90","6","0","34","2","TRUE"
"60","2","1","5","2","FALSE"
"60","3","0","2","1","FALSE"
"0","1","1","1","1","FALSE"
"76","2","0","6","2","FALSE"
"66","4","0","21","2","FALSE"
"72","1","2","5","1","TRUE"
"95","1","0","6","1","FALSE"
"87","1","0","0","1","FALSE"
"0","2","0","3","1","FALSE"
"0","4","0","1","1","FALSE"
"0","3","0","1","1","FALSE"
"0","2","0","1","1","FALSE"
"25","3","0","1","1","FALSE"
"33","2","0","3","1","FALSE"
"0","2","0","1","1","FALSE"
"25","3","1","1","1","FALSE"
"25","3","0","1","1","FALSE"
"25","3","0","1","1","FALSE"
"25","3","0","1","1","FALSE"
"0","2","7","1","1","FALSE"
"0","2","0","1","1","FALSE"
"25","3","0","1","1","FALSE"
"62","2","0","3","1","FALSE"
"80","2","1","1","2","FALSE"
"99","1","0","0","1","FALSE"
"89","1","13","20","2","TRUE"
"0","0","1","2","0","FALSE"
"88","2","0","16","1","TRUE"
"0","3","2","2","1","FALSE"
"50","3","0","0","1","FALSE"
"83","1","0","9","1","FALSE"
"16","2","0","3","1","FALSE"
"0","3","0","3","1","FALSE"
"0","4","0","5","1","FALSE"
"50","5","2","8","1","FALSE"
"0","2","0","1","1","FALSE"
"41","2","0","5","1","FALSE"
"25","2","0","4","1","FALSE"
"50","2","0","5","1","TRUE"
"25","2","0","5","1","TRUE"
"100","3","0","2","2","FALSE"
"0","3","0","3","1","FALSE"
"0","2","7","1","1","FALSE"
"0","3","4","2","1","FALSE"
"0","2","0","4","1","FALSE"
"25","2","0","1","1","FALSE"
"0","2","0","4","1","TRUE"
"0","2","0","3","1","FALSE"
"0","3","0","6","1","FALSE"
"0","6","3","11","1","FALSE"
"0","2","0","1","1","FALSE"
"0","3","0","3","1","TRUE"
"84","6","22","13","1","FALSE"
"0","3","0","3","1","TRUE"
"36","5","2","9","1","FALSE"
"57","1","0","1","1","FALSE"
"37","1","2","0","2","TRUE"
"33","2","0","1","1","FALSE"
"0","2","0","2","1","FALSE"
"33","3","0","0","1","FALSE"
"0","2","0","1","1","FALSE"
"99","2","0","76","2","TRUE"
"0","1","2","6","1","TRUE"
"0","1","0","3","1","TRUE"
"0","2","0","0","1","FALSE"
"0","5","9","0","1","FALSE"
"100","4","2","2","1","FALSE"
"0","5","9","0","1","FALSE"
"75","6","0","6","1","FALSE"
"83","6","0","6","1","FALSE"
"75","6","0","6","1","FALSE"
"83","6","0","6","1","FALSE"
"75","6","0","6","1","FALSE"
"83","6","0","6","1","TRUE"
"75","6","0","6","1","FALSE"
"83","6","0","6","1","TRUE"
"75","6","0","6","1","FALSE"
"83","6","0","6","1","TRUE"
"75","6","0","6","1","FALSE"
"83","6","0","6","1","TRUE"
"75","6","0","6","1","FALSE"
"83","6","0","6","1","TRUE"
"75","6","0","6","1","FALSE"
"83","6","0","6","1","TRUE"
"75","6","0","6","1","FALSE"
"83","6","0","6","1","TRUE"
"0","6","0","16","1","FALSE"
"62","5","64","3","1","FALSE"
"0","6","0","20","1","FALSE"
"0","6","0","20","1","FALSE"
"0","6","0","19","2","FALSE"
"0","2","0","0","1","FALSE"
"0","0","0","0","0","FALSE"
"50","6","0","9","2","TRUE"
"0","3","0","0","1","FALSE"
"83","2","0","5","1","FALSE"
"92","1","0","29","2","TRUE"
"0","3","0","0","1","FALSE"
"60","3","0","2","1","FALSE"
"91","2","7","23","2","TRUE"
"77","4","1","7","2","FALSE"
"66","3","0","3","2","FALSE"
"89","2","2","7","4","FALSE"
"81","2","2","5","2","TRUE"
"91","1","0","20","2","TRUE"
"91","1","1","17","2","FALSE"
"0","1","0","0","1","FALSE"
"50","3","0","5","1","FALSE"
"0","4","1","0","1","FALSE"
"0","5","0","0","1","FALSE"
"0","4","0","0","1","FALSE"
"33","3","0","4","1","FALSE"
"35","3","0","2","1","FALSE"
"80","3","0","5","2","FALSE"
"0","5","2","1","1","FALSE"
"62","4","2","2","1","FALSE"
"0","5","0","1","1","FALSE"
"0","2","3","3","1","FALSE"
"0","3","1","3","1","FALSE"
"70","2","0","1","1","FALSE"
"0","2","0","1","1","FALSE"
"75","3","0","7","1","FALSE"
"0","3","2","1","1","FALSE"
"97","1","0","11","1","TRUE"
"25","3","0","1","2","FALSE"
"65","1","3","1","1","FALSE"
"92","2","0","1","1","FALSE"
"0","1","0","1","1","FALSE"
"0","1","1","3","1","FALSE"
"0","1","0","0","1","FALSE"
"0","1","0","0","2","FALSE"
"96","1","0","24","1","FALSE"
"0","3","0","2","1","FALSE"
"37","1","0","1","2","FALSE"
"92","1","0","0","1","FALSE"
"25","2","0","0","1","FALSE"
"0","1","0","4","1","FALSE"
"94","2","0","0","1","FALSE"
"100","2","0","1","1","FALSE"
"0","2","1","1","1","FALSE"
"100","1","0","11","1","TRUE"
"100","2","0","0","1","FALSE"
"0","2","0","0","1","FALSE"
"100","2","0","1","1","FALSE"
"100","2","0","1","1","FALSE"
"0","1","5","5","1","FALSE"
"98","1","0","5","1","FALSE"
"0","3","0","0","1","FALSE"
"0","3","0","0","1","FALSE"
"0","3","0","0","1","FALSE"
"0","3","0","0","1","FALSE"
"0","3","0","0","1","FALSE"
"0","2","0","1","1","FALSE"
"0","3","0","0","1","FALSE"
"0","3","0","0","1","FALSE"
"31","2","8","2","1","FALSE"
"0","3","0","0","1","FALSE"
"75","1","2","1","2","FALSE"
"33","2","0","1","2","FALSE"
"84","1","1","3","1","FALSE"
"0","1","2","4","1","FALSE"
"83","1","0","0","1","FALSE"
"0","5","1","1","1","FALSE"
"19","3","0","0","1","FALSE"
"76","2","0","3","1","FALSE"
"0","3","1","2","1","FALSE"
"62","3","1","0","1","FALSE"
"90","2","0","3","1","FALSE"
"0","4","2","1","1","FALSE"
"33","5","0","2","1","FALSE"
"90","1","0","2","1","FALSE"
"50","1","0","5","1","FALSE"
"0","1","0","7","2","FALSE"
"69","1","0","3","1","FALSE"
"80","1","0","6","1","TRUE"
"55","1","0","0","1","FALSE"
"0","1","0","1","2","FALSE"
"0","1","0","1","2","FALSE"
"33","1","0","1","2","FALSE"
"69","1","0","8","1","FALSE"
"56","1","0","6","1","FALSE"
"39","1","0","7","1","FALSE"
"72","1","0","14","1","TRUE"
"33","1","0","0","2","FALSE"
"0","0","2","0","0","FALSE"
"0","0","2","0","0","FALSE"
"92","3","0","7","2","FALSE"
"86","2","0","13","1","TRUE"
"0","5","0","0","2","FALSE"
"90","1","3","2","2","FALSE"
"72","4","2","3","2","FALSE"
"71","4","0","2","2","FALSE"
"0","3","2","0","2","FALSE"
"70","5","0","3","2","FALSE"
"75","2","0","2","2","FALSE"
"61","1","0","1","2","FALSE"
"87","2","2","2","2","FALSE"
"64","2","0","3","2","FALSE"
"62","1","0","1","2","FALSE"
"0","1","0","2","1","FALSE"
"75","3","0","10","2","FALSE"
"0","5","0","3","1","FALSE"
"0","1","0","3","2","FALSE"
"60","1","0","8","2","FALSE"
"0","0","1","1","0","FALSE"
"0","0","1","2","0","FALSE"
"40","3","0","8","1","FALSE"
"90","1","0","20","2","TRUE"
"88","1","0","1","1","TRUE"
"77","2","0","1","1","FALSE"
"81","1","0","3","1","FALSE"
"97","3","0","3","1","FALSE"
"81","1","0","6","1","FALSE"
"85","2","1","0","1","FALSE"
"50","2","0","0","1","FALSE"
"70","1","0","3","2","FALSE"
"0","2","0","1","1","FALSE"
"66","1","0","0","1","FALSE"
"50","1","0","0","1","TRUE"
"85","1","0","1","1","FALSE"
"0","0","10","2","0","FALSE"
"37","3","0","10","1","FALSE"
"70","3","0","15","2","FALSE"
"100","1","0","16","3","TRUE"
"0","1","0","24","3","FALSE"
"0","0","0","1","0","FALSE"
"0","0","0","0","0","FALSE"
"96","1","0","35","3","TRUE"
"50","1","0","24","3","TRUE"
"80","4","0","15","2","FALSE"
"0","1","0","25","3","FALSE"
"0","4","1","3","1","FALSE"
"0","4","2","2","1","FALSE"
"77","3","2","3","1","FALSE"
"83","1","3","2","2","FALSE"
"64","5","2","3","2","FALSE"
"64","5","1","3","2","FALSE"
"0","2","0","2","1","FALSE"
"62","1","0","1","2","FALSE"
"100","3","3","1","2","TRUE"
"94","1","0","0","1","FALSE"
"25","3","2","0","1","FALSE"
"28","3","7","1","1","FALSE"
"19","2","3","0","1","FALSE"
"0","2","2","3","1","FALSE"
"53","5","1","3","2","FALSE"
"0","2","0","2","1","FALSE"
"87","1","0","6","2","FALSE"
"96","1","0","16","2","TRUE"
"0","1","0","3","1","FALSE"
"71","2","0","4","1","FALSE"
"0","1","0","3","1","FALSE"
"0","0","2","3","0","FALSE"
"66","1","0","2","1","TRUE"
"0","0","0","0","0","FALSE"
"75","1","0","2","2","FALSE"
"86","2","0","0","1","FALSE"
"0","0","1","0","0","FALSE"
"0","0","0","0","0","FALSE"
"0","2","0","9","2","FALSE"
"66","1","1","0","1","FALSE"
"66","1","1","1","2","FALSE"
"0","2","1","3","2","FALSE"
"66","2","1","1","2","FALSE"
"0","2","1","3","3","FALSE"
"66","2","1","0","1","FALSE"
"50","3","0","5","1","FALSE"
"0","4","0","0","1","FALSE"
"0","4","0","0","1","FALSE"
"0","2","0","5","1","FALSE"
"0","2","0","3","2","FALSE"
"0","2","0","1","1","FALSE"
"0","2","0","0","1","FALSE"
"0","4","0","0","1","FALSE"
"0","4","0","0","1","FALSE"
"0","4","0","0","1","FALSE"
"0","4","0","1","1","FALSE"
"33","1","0","0","1","FALSE"
"0","3","0","0","1","FALSE"
"0","0","0","0","0","FALSE"
"0","1","0","0","1","FALSE"
"100","2","0","6","2","FALSE"
"0","2","0","5","1","FALSE"
"0","1","0","1","1","FALSE"
"0","1","0","0","1","FALSE"
"0","3","0","2","1","FALSE"
"16","2","0","1","1","FALSE"
"0","3","0","0","1","FALSE"
"58","3","0","2","1","FALSE"
"36","3","0","5","1","FALSE"
"0","3","0","2","1","FALSE"
"80","3","0","5","1","FALSE"
"0","3","0","3","1","FALSE"
"0","3","0","2","1","FALSE"
"0","3","0","2","1","FALSE"
"0","3","0","2","1","FALSE"
"85","3","0","5","1","FALSE"
"60","1","0","0","1","FALSE"
"0","3","6","4","1","FALSE"
"0","2","0","2","1","FALSE"
"0","2","0","8","1","FALSE"
"0","4","0","0","1","FALSE"
"0","4","0","0","1","FALSE"
"0","4","0","7","1","FALSE"
"0","3","0","2","1","FALSE"
"0","3","0","2","1","FALSE"
"66","2","0","1","1","FALSE"
"0","1","0","0","1","FALSE"
"50","1","0","0","1","FALSE"
"0","4","0","1","1","FALSE"
"33","4","0","0","1","FALSE"
"0","4","0","3","1","FALSE"
"92","3","4","6","2","FALSE"
"0","4","0","0","1","FALSE"
"88","2","0","1","1","FALSE"
"0","1","0","0","1","FALSE"
"0","1","0","1","1","FALSE"
"0","2","0","2","1","FALSE"
"0","2","0","0","1","FALSE"
"0","1","0","0","2","FALSE"
"0","2","0","5","1","FALSE"
"0","2","0","3","1","TRUE"
"0","4","0","1","1","FALSE"
"66","1","0","1","1","FALSE"
"0","1","0","2","1","FALSE"
"73","1","0","0","2","FALSE"
"0","0","1","0","0","FALSE"
"0","2","0","2","1","FALSE"
"0","4","0","3","1","FALSE"
"33","2","0","2","1","FALSE"
"58","2","0","0","2","FALSE"
"100","1","0","0","1","FALSE"
"66","2","0","1","2","FALSE"
"0","4","0","3","1","FALSE"
"0","4","0","2","1","TRUE"
"0","1","0","56","1","FALSE"
"0","1","0","19","1","FALSE"
"0","1","0","2","1","FALSE"
"0","1","0","1","1","FALSE"
"91","3","0","0","1","FALSE"
"0","1","0","0","1","FALSE"
"47","3","0","1","1","FALSE"
"0","4","0","0","1","FALSE"
"0","4","0","0","1","FALSE"
"12","3","0","1","1","FALSE"
"0","3","0","3","1","FALSE"
"0","3","2","2","1","FALSE"
"0","2","0","7","1","FALSE"
"0","3","0","1","1","FALSE"
"0","2","0","3","1","FALSE"
"0","2","0","7","1","FALSE"
"50","2","0","2","2","FALSE"
"50","2","0","2","1","FALSE"
"0","2","0","2","1","FALSE"
"0","3","0","2","1","FALSE"
"0","1","0","5","1","FALSE"
"0","3","0","4","1","FALSE"
"0","2","2","4","1","FALSE"
"25","2","0","3","2","FALSE"
"96","3","0","51","1","FALSE"
"50","2","0","1","1","FALSE"
"44","3","0","4","2","FALSE"
"0","2","0","5","2","FALSE"
"0","4","0","3","1","FALSE"
"0","2","0","5","1","FALSE"
"0","1","0","0","1","FALSE"
"0","1","0","4","1","FALSE"
"19","2","0","3","1","FALSE"
"0","1","0","0","1","FALSE"
"83","1","0","0","1","FALSE"
"5","2","0","1","1","FALSE"
"40","2","0","1","1","FALSE"
"0","3","0","3","1","FALSE"
