"PercentLackOfCohesion","MaxInheritanceTree","CountClassDerived","CountClassCoupled","CountClassBase","HeuBug"
"0","0","0","0","0","FALSE"
"100","2","1","8","1","FALSE"
"0","3","0","0","1","FALSE"
"0","3","0","0","1","FALSE"
"61","2","2","1","1","FALSE"
"42","2","0","8","1","FALSE"
"50","2","0","7","2","FALSE"
"66","2","0","3","1","FALSE"
"42","2","0","8","1","FALSE"
"0","3","0","5","1","FALSE"
"88","2","3","16","1","TRUE"
"0","3","0","7","1","FALSE"
"0","3","0","7","1","FALSE"
"42","2","0","8","1","TRUE"
"66","2","2","3","2","FALSE"
"62","3","0","7","2","FALSE"
"50","2","9","7","2","FALSE"
"69","2","3","23","3","FALSE"
"0","3","0","8","1","FALSE"
"11","3","0","8","1","FALSE"
"0","3","0","8","1","FALSE"
"64","2","0","10","1","FALSE"
"33","2","0","7","1","FALSE"
"42","2","0","8","2","FALSE"
"0","0","4","1","0","FALSE"
"0","0","5","1","0","FALSE"
"50","2","0","3","1","FALSE"
"68","2","0","4","2","FALSE"
"0","3","0","7","1","FALSE"
"56","2","0","7","1","FALSE"
"28","2","0","9","2","FALSE"
"0","3","0","11","1","FALSE"
"0","3","0","9","1","FALSE"
"0","3","0","9","1","FALSE"
"0","3","0","10","1","FALSE"
"0","3","0","8","1","FALSE"
"0","3","0","10","1","FALSE"
"71","2","19","19","4","FALSE"
"0","3","0","10","1","FALSE"
"0","3","0","10","1","FALSE"
"33","3","0","12","1","FALSE"
"33","3","0","10","1","FALSE"
"0","3","0","9","2","FALSE"
"0","3","0","9","2","FALSE"
"0","3","0","9","2","FALSE"
"0","3","0","10","1","FALSE"
"0","3","0","10","1","FALSE"
"33","3","0","10","1","FALSE"
"0","3","0","10","1","FALSE"
"0","3","0","10","1","FALSE"
"33","3","0","10","1","FALSE"
"60","2","0","11","1","FALSE"
"58","2","0","12","2","FALSE"
"42","3","0","9","2","FALSE"
"42","3","0","11","2","FALSE"
"37","2","0","12","2","FALSE"
"66","4","0","9","1","FALSE"
"0","4","0","8","1","FALSE"
"0","4","0","8","1","FALSE"
"33","3","3","10","2","FALSE"
"73","2","1","10","2","FALSE"
"50","3","0","11","2","FALSE"
"69","2","0","11","2","FALSE"
"70","3","0","8","2","FALSE"
"33","2","0","8","1","TRUE"
"0","3","0","20","2","FALSE"
"42","3","0","18","2","FALSE"
"50","3","4","8","1","TRUE"
"63","2","0","8","1","FALSE"
"66","4","0","10","2","FALSE"
"0","4","0","3","2","FALSE"
"0","4","0","8","1","FALSE"
"70","2","0","8","2","FALSE"
"0","4","0","8","2","FALSE"
"50","2","0","8","1","FALSE"
"42","2","0","7","1","FALSE"
"33","2","0","7","1","FALSE"
"94","1","1","16","2","FALSE"
"97","1","0","27","1","FALSE"
"0","0","1","3","0","FALSE"
"0","2","0","8","3","FALSE"
"0","3","0","9","1","FALSE"
"0","3","0","9","1","FALSE"
"0","3","0","9","4","FALSE"
"0","3","0","8","1","FALSE"
"0","3","0","8","1","FALSE"
"0","3","0","8","1","FALSE"
"72","2","18","12","4","FALSE"
"0","3","0","10","1","FALSE"
"0","3","0","10","1","FALSE"
"33","3","0","10","1","FALSE"
"0","3","0","9","2","FALSE"
"0","3","0","9","2","FALSE"
"0","3","0","9","2","FALSE"
"0","3","0","10","1","FALSE"
"0","3","0","10","1","FALSE"
"33","3","0","10","1","FALSE"
"0","3","0","10","1","FALSE"
"0","3","0","10","1","FALSE"
"33","3","0","10","1","FALSE"
"0","3","0","1","1","FALSE"
"61","2","0","8","3","FALSE"
"70","2","0","9","1","FALSE"
"62","2","0","8","2","FALSE"
"58","3","0","14","1","FALSE"
"42","3","0","8","2","FALSE"
"42","2","0","8","2","FALSE"
"0","3","0","5","1","FALSE"
"42","2","1","9","1","FALSE"
"0","0","4","1","0","TRUE"
"50","2","0","7","1","FALSE"
"72","3","0","10","2","FALSE"
"65","2","0","14","3","FALSE"
"0","0","2","0","0","FALSE"
"0","0","2","1","0","FALSE"
"70","2","4","14","1","FALSE"
"50","1","0","0","2","FALSE"
"0","0","5","0","0","FALSE"
"16","1","1","1","1","FALSE"
"0","1","0","0","2","FALSE"
"22","3","0","0","1","FALSE"
"0","1","0","0","2","FALSE"
"0","2","0","0","1","FALSE"
"0","2","0","1","1","FALSE"
"0","1","2","0","1","FALSE"
"25","2","0","1","1","FALSE"
"96","1","0","0","1","FALSE"
"65","1","0","1","1","FALSE"
"95","2","0","0","1","FALSE"
"16","2","1","0","1","FALSE"
"68","1","2","0","1","FALSE"
"0","1","0","0","2","FALSE"
"0","1","0","0","2","FALSE"
"45","1","2","0","2","FALSE"
"0","3","0","12","1","FALSE"
"25","2","3","4","1","FALSE"
"60","2","0","3","2","FALSE"
"65","3","0","9","2","FALSE"
"70","2","0","8","2","FALSE"
"0","3","0","7","1","FALSE"
"50","2","1","8","1","FALSE"
"62","2","0","11","1","FALSE"
"33","2","0","8","1","FALSE"
"62","2","2","4","2","FALSE"
"54","2","0","11","2","FALSE"
"70","3","0","12","1","FALSE"
"50","3","0","15","1","FALSE"
"28","2","0","10","1","FALSE"
"28","2","0","10","2","FALSE"
"100","3","0","1","2","FALSE"
"0","2","1","8","3","FALSE"
"98","1","85","10","2","FALSE"
"96","1","0","0","1","FALSE"
"0","0","5","1","0","FALSE"
"42","2","0","8","1","FALSE"
"57","2","0","10","1","FALSE"
"50","2","0","9","2","FALSE"
"65","2","0","10","1","FALSE"
"55","2","0","9","2","TRUE"
"71","2","3","11","1","FALSE"
"0","3","0","8","1","FALSE"
"0","3","0","8","1","FALSE"
"0","3","0","8","1","FALSE"
"25","2","0","7","2","FALSE"
"50","2","0","7","2","FALSE"
"0","3","0","9","1","FALSE"
"0","4","0","8","1","FALSE"
"0","3","1","10","1","FALSE"
"0","2","0","8","2","FALSE"
"69","2","0","9","2","FALSE"
"58","2","0","8","1","FALSE"
"64","2","0","22","1","TRUE"
"0","3","1","3","2","FALSE"
"0","2","0","8","2","FALSE"
"61","2","0","8","2","FALSE"
"58","2","0","9","1","FALSE"
"54","2","0","11","1","FALSE"
"0","2","0","8","2","FALSE"
"0","0","6","0","0","FALSE"
"0","3","0","6","1","FALSE"
"33","2","1","8","1","FALSE"
"0","2","0","7","1","FALSE"
"55","2","1","9","2","FALSE"
"60","2","0","13","2","FALSE"
"0","3","0","6","1","FALSE"
"33","2","1","8","1","FALSE"
"68","2","0","8","4","FALSE"
"33","2","0","8","1","FALSE"
"0","2","0","8","3","FALSE"
"0","3","0","0","1","FALSE"
"0","0","4","1","0","FALSE"
"0","0","5","4","0","FALSE"
"0","0","12","0","0","FALSE"
"0","0","32","0","0","FALSE"
"33","2","0","9","1","FALSE"
"0","4","0","1","1","FALSE"
"69","2","0","12","1","FALSE"
"0","1","0","5","1","FALSE"
"8","1","0","42","1","FALSE"
"57","2","0","9","1","FALSE"
"57","2","0","10","2","FALSE"
"0","0","0","100","0","FALSE"
"63","2","1","12","1","FALSE"
"0","3","0","7","1","FALSE"
"69","2","0","15","1","FALSE"
"50","2","0","8","2","FALSE"
"0","3","0","8","1","TRUE"
"55","2","5","11","1","FALSE"
"0","3","0","9","1","FALSE"
"0","3","0","8","1","FALSE"
"0","3","0","8","1","FALSE"
"0","2","0","7","2","FALSE"
"0","2","0","4","2","FALSE"
"66","2","0","14","3","FALSE"
"0","3","0","6","1","FALSE"
"98","1","0","20","2","TRUE"
"77","2","1","2","2","FALSE"
"81","1","0","7","2","FALSE"
"33","1","0","1","1","FALSE"
"77","3","0","13","1","FALSE"
"92","1","0","31","2","FALSE"
"0","1","0","4","1","FALSE"
"80","1","0","5","1","FALSE"
"70","2","5","12","1","FALSE"
"0","3","0","6","1","FALSE"
"0","3","0","6","1","FALSE"
"0","3","0","6","1","FALSE"
"0","3","0","6","1","FALSE"
"0","1","0","6","2","FALSE"
"0","3","0","7","1","FALSE"
"0","3","0","4","1","FALSE"
"99","1","2","3","1","TRUE"
"86","1","0","3","2","FALSE"
"73","1","0","6","3","FALSE"
"70","1","0","0","1","FALSE"
"0","1","14","0","1","FALSE"
"0","0","16","1","0","FALSE"
"99","1","1","136","2","TRUE"
"0","2","0","38","2","FALSE"
"90","1","0","72","1","TRUE"
"0","0","1","11","0","TRUE"
"0","0","79","1","0","FALSE"
"0","0","1","7","0","FALSE"
"0","0","74","1","0","FALSE"
"0","2","0","1","1","FALSE"
"87","1","0","3","1","FALSE"
"68","1","2","14","2","FALSE"
"94","1","2","62","2","TRUE"
"0","3","1","4","1","FALSE"
"0","4","0","4","1","FALSE"
"0","3","0","4","1","FALSE"
"0","2","2","16","1","FALSE"
"0","3","0","6","1","FALSE"
"0","3","0","8","1","FALSE"
"0","2","0","9","1","FALSE"
"89","1","1","28","2","FALSE"
"0","2","0","22","1","FALSE"
"0","2","0","14","2","FALSE"
"63","3","0","13","1","FALSE"
"70","2","3","14","1","FALSE"
"98","2","0","3","2","FALSE"
"66","2","0","9","1","FALSE"
"96","1","0","23","3","TRUE"
"13","1","1","21","2","TRUE"
"0","0","1","5","0","FALSE"
"86","1","0","19","2","FALSE"
"0","0","1","0","0","FALSE"
"100","2","0","0","1","FALSE"
"0","0","1","4","0","FALSE"
"0","1","1","0","1","FALSE"
"0","1","0","3","1","FALSE"
"0","2","0","6","1","FALSE"
"0","0","1","4","0","FALSE"
"0","3","0","4","2","FALSE"
"100","2","0","6","2","FALSE"
"100","2","0","11","2","FALSE"
"96","1","0","0","1","TRUE"
"38","2","0","24","2","FALSE"
"0","1","1","2","1","FALSE"
"0","0","1","6","0","FALSE"
"0","1","1","0","1","FALSE"
"0","1","1","2","1","FALSE"
"0","1","1","2","1","FALSE"
"0","2","0","0","1","FALSE"
"53","1","4","4","2","FALSE"
"70","1","0","10","2","FALSE"
"0","0","0","0","0","FALSE"
"57","2","0","4","2","FALSE"
"50","1","0","15","2","TRUE"
"0","1","0","8","2","FALSE"
"100","1","0","27","2","FALSE"
"65","1","0","28","2","FALSE"
"75","1","0","6","1","FALSE"
"0","0","1","5","0","FALSE"
"0","2","0","4","1","FALSE"
"87","2","0","6","1","FALSE"
"16","2","0","3","2","FALSE"
"0","2","0","0","1","FALSE"
"76","2","0","0","1","FALSE"
"58","2","0","0","1","FALSE"
"44","2","0","8","1","TRUE"
"87","1","0","3","2","FALSE"
"69","1","0","9","4","TRUE"
"85","1","0","6","2","FALSE"
"73","1","0","1","1","FALSE"
"66","1","0","0","1","FALSE"
"0","1","0","16","1","TRUE"
"100","1","0","0","1","FALSE"
"100","1","0","0","1","FALSE"
"44","2","0","2","2","FALSE"
"0","1","0","3","2","FALSE"
"0","1","0","1","2","FALSE"
"75","3","1","7","2","FALSE"
"0","2","0","7","1","FALSE"
"64","1","0","0","1","FALSE"
"83","1","0","0","1","FALSE"
"0","2","0","0","1","FALSE"
"100","1","0","0","1","FALSE"
"95","1","0","0","1","FALSE"
"83","1","1","41","2","FALSE"
"0","1","0","10","1","TRUE"
"75","1","7","8","2","FALSE"
"83","2","0","11","1","FALSE"
"100","1","1","4","1","FALSE"
"80","2","0","8","1","FALSE"
"83","2","0","10","1","FALSE"
"92","2","1","7","1","FALSE"
"80","2","0","7","1","FALSE"
"80","3","0","7","1","FALSE"
"75","2","0","10","1","FALSE"
"71","2","0","4","1","FALSE"
"0","1","0","17","1","FALSE"
"0","2","0","0","1","FALSE"
"0","1","0","10","1","FALSE"
"0","1","0","33","1","FALSE"
"100","4","6","4","2","FALSE"
"75","2","0","0","2","FALSE"
"78","3","0","15","1","TRUE"
"0","2","0","0","2","FALSE"
"0","0","5","0","0","FALSE"
"0","1","0","2","2","FALSE"
"97","4","0","21","2","TRUE"
"16","1","0","4","2","FALSE"
"0","1","0","3","2","FALSE"
"0","1","0","8","1","FALSE"
"0","1","0","4","2","FALSE"
"0","1","0","11","2","FALSE"
"0","1","0","2","2","FALSE"
"0","1","0","2","2","FALSE"
"0","1","0","2","2","FALSE"
"100","3","0","14","2","FALSE"
"0","1","0","2","2","FALSE"
"0","1","0","2","2","FALSE"
"0","1","0","2","2","FALSE"
"0","1","0","2","2","FALSE"
"0","1","0","12","1","FALSE"
"0","1","0","3","2","FALSE"
"73","5","3","9","1","TRUE"
"95","3","2","24","1","TRUE"
"0","2","4","0","1","FALSE"
"78","3","2","10","2","FALSE"
"100","5","0","12","2","FALSE"
"100","4","0","16","2","FALSE"
"72","4","0","10","1","FALSE"
"0","1","1","3","1","FALSE"
"0","1","0","8","1","TRUE"
"0","1","8","0","1","FALSE"
"100","3","0","12","2","TRUE"
"100","1","2","26","1","FALSE"
"61","1","0","6","1","TRUE"
"0","1","0","5","2","FALSE"
"0","2","0","1","2","FALSE"
"95","1","5","4","2","FALSE"
"45","1","0","1","2","FALSE"
"100","4","0","14","2","FALSE"
"0","1","0","13","1","FALSE"
"0","1","3","12","2","FALSE"
"66","3","0","3","2","FALSE"
"78","2","0","11","1","FALSE"
"71","1","3","6","3","FALSE"
"19","3","0","7","1","FALSE"
"90","2","0","6","2","FALSE"
"80","2","0","14","1","FALSE"
"66","2","0","1","2","FALSE"
"40","2","0","2","2","FALSE"
"0","3","0","8","1","FALSE"
"75","2","0","14","1","TRUE"
"78","2","0","11","2","FALSE"
"100","3","17","54","2","TRUE"
"26","3","0","1","1","FALSE"
"0","3","0","2","1","FALSE"
"0","3","0","3","1","FALSE"
"79","5","0","12","2","FALSE"
"0","2","0","20","1","FALSE"
"79","2","0","2","1","FALSE"
"79","2","0","2","1","FALSE"
"79","2","0","2","1","FALSE"
"83","1","0","16","1","FALSE"
"65","6","0","20","1","FALSE"
"0","0","1","2","0","FALSE"
"0","3","0","2","1","FALSE"
"0","3","0","3","1","FALSE"
"70","1","0","1","1","FALSE"
"80","1","0","22","1","FALSE"
"60","6","0","14","1","FALSE"
"62","2","0","13","1","FALSE"
"58","1","0","12","1","FALSE"
"0","0","1","2","0","FALSE"
"89","3","0","10","1","FALSE"
"98","1","0","27","1","FALSE"
"53","1","0","3","1","FALSE"
"0","1","1","6","1","FALSE"
"59","1","0","19","1","FALSE"
"50","6","0","10","1","FALSE"
"75","1","0","34","2","FALSE"
"57","1","4","3","1","FALSE"
"50","1","0","1","1","FALSE"
"0","1","0","4","1","FALSE"
"70","2","2","13","1","TRUE"
"57","1","1","5","3","FALSE"
"0","1","0","1","1","FALSE"
"0","3","0","0","1","FALSE"
"0","0","2","3","0","FALSE"
"0","2","8","0","1","FALSE"
"53","1","0","3","1","FALSE"
"66","3","0","3","2","FALSE"
"0","3","0","1","1","FALSE"
"60","3","0","16","1","FALSE"
"77","4","0","9","1","TRUE"
"0","0","6","1","0","FALSE"
"87","3","17","29","1","FALSE"
"100","5","0","16","2","FALSE"
"0","1","0","8","1","FALSE"
"99","1","0","2","1","FALSE"
"0","2","0","9","1","FALSE"
"0","2","0","3","2","FALSE"
"100","3","4","15","1","FALSE"
"100","4","4","16","2","TRUE"
"100","3","0","19","2","FALSE"
"68","3","0","13","1","TRUE"
"50","4","0","11","1","FALSE"
"100","4","9","39","2","FALSE"
"73","1","0","2","3","FALSE"
"77","4","6","12","1","FALSE"
"60","1","0","8","1","FALSE"
"96","1","0","13","1","FALSE"
"46","4","0","13","2","FALSE"
"0","1","0","8","2","FALSE"
"100","1","0","0","1","FALSE"
"91","3","2","7","2","FALSE"
"0","1","0","5","2","FALSE"
"0","1","0","6","1","FALSE"
"40","4","0","13","2","FALSE"
"0","1","0","7","2","FALSE"
"100","1","0","0","1","FALSE"
"0","1","0","2","2","FALSE"
"88","4","0","15","2","FALSE"
"0","1","0","12","2","FALSE"
"0","1","0","7","2","FALSE"
"62","3","2","7","1","FALSE"
"100","4","0","7","2","FALSE"
"0","1","0","20","2","FALSE"
"66","3","0","9","2","FALSE"
"0","1","0","2","2","FALSE"
"100","4","0","5","2","FALSE"
"0","1","0","8","2","FALSE"
"0","1","0","9","2","FALSE"
"45","1","0","7","2","FALSE"
"0","1","0","4","1","FALSE"
"0","1","0","2","2","FALSE"
"0","1","0","2","2","FALSE"
"0","1","0","2","2","FALSE"
"0","1","0","17","1","FALSE"
"0","1","0","3","2","FALSE"
"19","1","0","1","1","FALSE"
"0","1","0","3","1","FALSE"
"0","1","0","2","2","FALSE"
"65","1","0","0","1","FALSE"
"62","1","0","1","1","FALSE"
"95","2","2","18","1","FALSE"
"100","4","2","14","2","TRUE"
"82","3","0","10","2","FALSE"
"89","3","0","11","2","FALSE"
"0","1","0","1","2","FALSE"
"83","3","0","20","2","TRUE"
"99","1","0","1","2","FALSE"
"100","1","0","3","1","FALSE"
"0","1","0","0","2","FALSE"
"76","3","0","9","2","FALSE"
"80","3","0","8","2","FALSE"
"99","1","0","0","1","TRUE"
"52","1","0","0","1","FALSE"
"92","2","0","2","2","FALSE"
"50","3","0","3","1","FALSE"
"98","2","3","10","1","FALSE"
"0","2","4","0","1","FALSE"
"70","3","0","1","1","FALSE"
"71","3","0","0","1","FALSE"
"75","1","0","1","1","FALSE"
"68","1","0","2","1","TRUE"
"50","1","0","1","1","FALSE"
"66","1","0","2","1","FALSE"
"0","1","0","3","1","FALSE"
"0","1","0","0","1","FALSE"
"50","2","0","0","1","FALSE"
"16","3","0","0","1","FALSE"
"100","1","1","3","2","FALSE"
"40","1","0","1","1","FALSE"
"16","1","0","0","1","FALSE"
"100","3","0","0","1","FALSE"
"0","2","0","0","1","FALSE"
"98","1","0","31","1","TRUE"
"0","1","6","18","1","FALSE"
"44","2","0","1","1","FALSE"
"50","2","0","3","1","FALSE"
"60","2","0","3","1","FALSE"
"30","2","0","5","1","FALSE"
"19","2","0","6","1","FALSE"
"27","2","0","7","1","FALSE"
"62","2","1","0","1","FALSE"
"0","1","0","0","1","FALSE"
"66","1","0","4","1","TRUE"
"81","1","0","4","1","TRUE"
"85","1","0","4","1","FALSE"
"75","2","0","4","1","TRUE"
"85","1","0","6","1","FALSE"
"0","1","0","0","1","FALSE"
"86","3","0","13","2","TRUE"
"33","1","1","11","2","FALSE"
"77","1","8","17","2","FALSE"
"0","1","0","2","2","FALSE"
"0","0","2","0","0","FALSE"
"0","2","0","0","1","FALSE"
"87","3","0","34","2","FALSE"
"100","3","3","13","1","FALSE"
"90","4","0","15","2","FALSE"
"81","4","0","17","2","FALSE"
"84","4","0","21","2","FALSE"
"0","1","0","9","1","FALSE"
"77","3","0","20","2","TRUE"
"66","1","0","0","2","FALSE"
"50","1","0","7","1","FALSE"
"92","3","0","25","2","TRUE"
"85","3","0","22","2","TRUE"
"0","1","0","7","1","FALSE"
"0","1","0","10","1","FALSE"
"90","3","0","24","2","TRUE"
"87","3","0","23","2","TRUE"
"100","3","0","15","2","FALSE"
"79","3","0","17","2","TRUE"
"78","3","0","6","2","FALSE"
"82","3","0","21","2","FALSE"
"25","2","0","3","1","FALSE"
"0","1","0","1","1","FALSE"
"0","1","0","1","1","FALSE"
"25","2","0","2","1","FALSE"
"100","1","1","1","2","FALSE"
"100","1","9","1","2","FALSE"
"100","1","3","1","2","FALSE"
"100","1","7","1","2","FALSE"
"100","1","4","1","2","FALSE"
"100","1","3","1","2","FALSE"
"84","1","0","26","2","TRUE"
"0","1","2","9","1","FALSE"
"0","1","0","0","1","TRUE"
"91","1","0","5","1","TRUE"
"100","2","0","1","1","FALSE"
"0","1","0","0","1","FALSE"
"92","1","9","5","2","FALSE"
"89","1","4","22","2","FALSE"
"91","1","2","25","2","FALSE"
"84","1","4","5","2","FALSE"
"79","1","0","3","1","FALSE"
"0","1","0","0","1","FALSE"
"82","2","0","1","1","TRUE"
"50","2","0","1","1","FALSE"
"0","1","3","1","2","TRUE"
"97","1","0","2","1","TRUE"
"82","3","0","21","2","FALSE"
"75","3","0","11","2","TRUE"
"0","1","0","10","2","FALSE"
"85","3","0","18","2","TRUE"
"0","1","0","11","1","TRUE"
"0","1","0","9","1","TRUE"
"94","1","0","13","2","TRUE"
"94","2","0","15","2","FALSE"
"0","1","0","2","2","FALSE"
"86","3","0","11","2","FALSE"
"60","1","0","0","1","FALSE"
"80","3","0","9","2","FALSE"
"96","4","3","28","2","FALSE"
"95","5","2","11","2","FALSE"
"92","6","0","16","2","FALSE"
"94","5","1","14","2","FALSE"
"90","7","0","15","2","TRUE"
"83","6","1","12","2","FALSE"
"96","6","0","17","2","FALSE"
"90","6","0","9","2","FALSE"
"91","5","1","17","2","TRUE"
"0","0","0","0","0","FALSE"
"0","1","0","13","2","FALSE"
"96","2","4","0","1","FALSE"
"94","1","0","14","1","FALSE"
"82","4","0","28","2","FALSE"
"0","1","0","2","2","FALSE"
"84","3","0","20","2","FALSE"
"0","1","0","2","2","FALSE"
"91","6","0","23","2","FALSE"
"0","1","0","2","2","FALSE"
"0","3","0","9","2","FALSE"
"54","3","0","10","2","FALSE"
"54","3","1","11","2","FALSE"
"50","4","0","8","2","FALSE"
"0","1","0","7","2","FALSE"
"0","1","0","7","1","FALSE"
"66","1","0","19","2","TRUE"
"78","3","0","12","2","FALSE"
"0","1","0","6","2","FALSE"
"95","4","7","26","2","FALSE"
"100","1","0","0","1","FALSE"
"0","1","0","2","2","FALSE"
"0","0","2","0","0","FALSE"
"28","5","0","3","1","FALSE"
"70","1","0","5","2","FALSE"
"70","1","0","6","1","FALSE"
"62","1","0","10","1","FALSE"
"16","2","0","7","1","FALSE"
"75","7","0","7","1","FALSE"
"50","7","0","7","1","FALSE"
"0","0","2","1","0","FALSE"
"95","2","9","8","1","FALSE"
"62","2","0","13","2","FALSE"
"82","3","1","11","4","TRUE"
"78","2","0","22","4","FALSE"
"0","2","2","9","1","TRUE"
"0","3","0","1","1","FALSE"
"95","1","25","19","1","FALSE"
"0","1","0","18","1","FALSE"
"91","1","0","1","1","FALSE"
"19","2","0","12","1","FALSE"
"70","2","0","14","3","FALSE"
"55","2","1","17","3","TRUE"
"95","2","1","39","2","TRUE"
"0","0","1","0","0","FALSE"
"95","9","12","50","2","TRUE"
"73","2","0","18","3","FALSE"
"0","0","3","1","0","FALSE"
"0","0","3","0","0","FALSE"
"0","2","0","7","1","FALSE"
"25","2","0","5","1","FALSE"
"0","2","0","8","3","FALSE"
"8","3","0","4","1","FALSE"
"0","4","0","15","1","FALSE"
"11","3","0","11","1","TRUE"
"0","3","0","6","1","FALSE"
"66","2","0","21","2","FALSE"
"100","1","0","0","1","FALSE"
"19","2","0","10","1","FALSE"
"0","3","0","4","1","FALSE"
"33","3","0","6","1","FALSE"
"74","2","0","15","1","FALSE"
"75","2","0","7","1","FALSE"
"0","2","0","5","1","FALSE"
"85","1","0","3","2","FALSE"
"33","1","0","2","2","FALSE"
"53","1","0","19","2","TRUE"
"0","0","2","0","0","FALSE"
"100","1","0","4","1","FALSE"
"33","1","0","6","2","FALSE"
"0","1","0","1","2","FALSE"
"83","2","2","2","1","FALSE"
"0","1","0","0","1","FALSE"
"66","2","0","16","1","FALSE"
"86","2","0","10","1","FALSE"
"55","2","0","20","1","FALSE"
"66","2","0","5","1","FALSE"
"60","2","0","23","1","FALSE"
"80","2","0","14","1","FALSE"
"0","2","0","7","1","FALSE"
